"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj"
"ABLIM2",2.58495287226347e-05,0.310344827586207,-10.6693416707304,0,0.379,0.305463880915374
"MED10",2.63368495549319e-05,0.674001814882033,0.71122018132965,0.625,0.256,0.31122255119063
"DRG1",2.64467012566421e-05,0.69725499092559,0.705682942779366,0.75,0.394,0.312520668749739
"MRPL15",2.65497446466223e-05,0.676865925589837,0.832380737802135,0.625,0.27,0.313738332489135
"FAM118B",2.66830824195891e-05,0.663112522686025,1.02392666427855,0.531,0.214,0.315313984952285
"FAM92A",2.68281940292909e-05,0.652762023593466,1.10975467198189,0.469,0.18,0.317028768844131
"EMC8",2.7104010957209e-05,0.675221188747731,0.407876118943165,0.656,0.261,0.320288097481338
"PAK1IP1",2.72015465628196e-05,0.657752949183303,1.11248116249464,0.5,0.196,0.321440675732839
"MYL12A",2.72233160391492e-05,0.718523139745917,0.604317310279789,0.938,0.73,0.321697925634626
"EIF2B2",2.75023989263498e-05,0.699551950998185,0.683086206652988,0.812,0.414,0.324995848112675
"PFKFB4L",2.75845170903144e-05,0.679276315789474,0.500114999379146,0.656,0.283,0.325966238456245
"COX19",2.78750675676186e-05,0.704939882032668,0.590749359899324,0.906,0.465,0.32939967344655
"HECTD1",2.79819556057485e-05,0.69793557168784,0.51951153333268,0.781,0.403,0.33066276939313
"MT4L",2.79856514122764e-05,0.646892014519056,0.653919873119422,0.469,0.162,0.33070644273887
"PAPD5",2.80260010864999e-05,0.671109346642468,0.80914996577735,0.562,0.249,0.331183254839169
"C17H9orf78",2.80765295963733e-05,0.678425589836661,0.812442206523403,0.656,0.279,0.331780350240344
"TRAP1",2.81494255621866e-05,0.658915607985481,1.4778099775551,0.5,0.201,0.332641761868359
"TRAK1",2.84991449387772e-05,0.646183076225045,0.510567928685489,0.469,0.16,0.33677439574153
"WDR89",2.86200357320581e-05,0.689683529945553,1.10389184980246,0.719,0.345,0.338202962245731
"RPS16",2.87661237489272e-05,0.717870916515426,0.454034641859066,0.969,0.728,0.339929284341073
"GPN3",2.91364300569232e-05,0.698928085299455,0.419489655699605,0.844,0.412,0.344305193982661
"HIKESHI",2.93873722058054e-05,0.692207350272232,0.458258115519219,0.812,0.359,0.347270577356002
"CNTN6",2.95183303106269e-05,0.565789473684211,1.01483302254921,0.156,0.024,0.348818109280678
"PDCD11",2.96000488656559e-05,0.619924001814882,1.16390405981877,0.344,0.098,0.349783777445455
"HSPA5",2.96840849481415e-05,0.718636569872958,0.751255563186843,1,0.797,0.350776831832188
"PSMF1",2.98160641416336e-05,0.69725499092559,0.424026282506099,0.844,0.399,0.352336429961684
"MTFP1",2.98943067037463e-05,0.646381578947368,0.700866019471205,0.469,0.162,0.35326102231817
"C5H14orf37",3.0339775720669e-05,0.586518829401089,1.70094473130542,0.219,0.045,0.358525129691146
"NCBP2",3.03871472463004e-05,0.69663112522686,0.490657029512008,0.781,0.399,0.359084919009532
"HNRNPDL",3.0422567556064e-05,0.711036751361162,0.540291541908766,1,0.559,0.359503480810008
"SAP18",3.04618665241994e-05,0.717303765880218,0.523822003966676,0.969,0.733,0.359967876716465
"C15H12orf43",3.07651020799102e-05,0.637051950998185,1.74559158447949,0.406,0.138,0.363551211278299
"COX7A2L",3.08572601591585e-05,0.711660617059891,0.432577137087296,0.969,0.575,0.364640243300776
"ZNF451",3.09634684739014e-05,0.647232304900181,0.495747048575862,0.469,0.165,0.365895306956093
"RFWD3",3.10700375991237e-05,0.629508847549909,1.61008155960467,0.375,0.12,0.367154634308845
"GAMT",3.10766156048004e-05,0.586405399274047,1.8425892384772,0.219,0.045,0.367232366601927
"IKZF2",3.15480853511515e-05,0.702756352087114,0.64451054075846,0.812,0.461,0.372803724594557
"CCDC157",3.16942195737769e-05,0.565534255898367,1.04289871104536,0.156,0.024,0.374530592703322
"ATG101",3.19862425228441e-05,0.663282667876588,0.749818713997673,0.562,0.22,0.377981427892448
"MBOAT1",3.21510492566712e-05,0.664955762250454,-0.903862886552066,0.625,0.223,0.379928949066084
"UFD1L",3.22106403040946e-05,0.687131352087114,0.549761525681016,0.75,0.334,0.380633136473486
"ZFAND2A",3.22323578857794e-05,0.59573502722323,1.42050610672897,0.25,0.058,0.380889773136255
"CCNL2",3.24947847047087e-05,0.684522459165154,0.603918465179013,0.688,0.321,0.383990870855543
"DCK",3.25030245262519e-05,0.643404038112523,0.922448936423846,0.438,0.156,0.384088240826719
"EIF2B3",3.26059824418347e-05,0.68361501814882,0.834606486753763,0.688,0.316,0.385304894515161
"SPSB4",3.26796691228787e-05,0.587426270417423,2.75159359574807,0.219,0.047,0.386175650025058
"RIOK2",3.27204949021959e-05,0.640965290381125,0.698315821453479,0.438,0.149,0.386658088259249
"MYCBP2",3.28337261330598e-05,0.688265653357532,0.769547189245587,0.688,0.347,0.387996141714368
"MYO5A",3.2979851512903e-05,0.66078720508167,0.654897595371031,0.531,0.212,0.389722905327975
"LOC101748744",3.30276375522277e-05,0.594487295825771,1.27690957206587,0.25,0.056,0.390287592954675
"ENTPD3",3.30523593233814e-05,0.71679333030853,-0.328644781376293,0.969,0.762,0.390579730124398
"CEP83",3.32088764421254e-05,0.602966197822142,0.709979832240018,0.281,0.069,0.392429292916596
"C15orf61",3.32974603760128e-05,0.685968693284936,0.503499644469456,0.75,0.328,0.393476089263343
"UBE2N",3.36243005835339e-05,0.712766560798548,0.636856250115933,0.906,0.624,0.39733835999562
"MID1",3.38587737183341e-05,0.695043103448276,0.439848256225803,0.812,0.394,0.400109129029554
"CELF2",3.39212630850346e-05,0.62888498185118,0.76923587883668,0.375,0.12,0.400847565875854
"PLA2G6",3.39455714581084e-05,0.634357985480944,-0.375863027590317,0.406,0.132,0.401134817920467
"CDK15",3.40215342180432e-05,0.565279038112523,-1.18954737495501,0.156,0.024,0.402032469854617
"TRAPPC3",3.40297998689939e-05,0.715375453720508,0.647874738171309,0.938,0.708,0.402130145051901
"BRAF",3.41222290028195e-05,0.653839609800363,1.76483587560059,0.469,0.191,0.403222380126319
"SEC13",3.41660524632413e-05,0.697198275862069,0.53368059816317,0.812,0.414,0.403740241958122
"HIST1H2B8",3.4177768188757e-05,0.65432168784029,-0.299961230303034,0.531,0.189,0.403878686686542
"TALDO1",3.44727737630352e-05,0.704514519056261,0.720394719486618,0.875,0.49,0.407364767557787
"C1D",3.45116126344759e-05,0.612154038112523,0.437023524304911,0.312,0.085,0.407823726501601
"SNX12",3.46104913180095e-05,0.708711433756806,0.524533316057757,0.875,0.552,0.408992175904918
"FKBP8",3.51085006540986e-05,0.665409482758621,0.397021019952703,0.562,0.232,0.414877152229483
"PLA2G4F",3.57183831723043e-05,0.613685344827586,1.13682189234429,0.312,0.089,0.42208413394712
"RPS7",3.5753206792961e-05,0.711263611615245,0.476505246017247,0.938,0.604,0.42249564467242
"SNIP1",3.6017823482716e-05,0.624829854809437,0.780892231896225,0.375,0.111,0.425622620095255
"RTCB",3.60286751180932e-05,0.687301497277677,0.587843782583882,0.719,0.345,0.425750853870508
"MRPL47",3.60835054664977e-05,0.681998638838475,0.437203917033587,0.719,0.31,0.426398784097603
