"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RBBP4.1",2.09303297576809e-05,0.367608695652174,-0.334080873951065,0.4,0.714,0.247333706746515,"1","RBBP4"
"OARD1.1",2.09623257541639e-05,0.389679089026915,-0.668695968812315,0.11,0.348,0.247711803436954,"1","OARD1"
"PRKCB.1",2.11237352138881e-05,0.402215320910973,-0.485323905103178,0.06,0.253,0.249619179022516,"1","PRKCB"
"GALM.1",2.1139828551782e-05,0.412826086956522,-5.09679503798884,0.02,0.195,0.249809353996407,"1","GALM"
"TIMM22.1",2.11992105856165e-05,0.393654244306418,-0.774762147398546,0.09,0.315,0.25051107149023,"1","TIMM22"
"SLC2A14",2.13052167632044e-05,0.412474120082816,-2.90031809845541,0.02,0.197,0.251763746490787,"1","SLC2A14"
"CLCN5",2.13149211385369e-05,0.400828157349896,-0.321693366289527,0.06,0.263,0.251878423094091,"1","CLCN5"
"MT4L.1",2.13304644535709e-05,0.409958592132505,-3.54931596243226,0.03,0.209,0.252062098447847,"1","MT4L"
"FAM65B",2.13577675905575e-05,0.409606625258799,-1.4769446690746,0.03,0.211,0.252384739617618,"1","FAM65B"
"UCHL5.1",2.13654062136099e-05,0.378550724637681,-0.296269996699428,0.19,0.474,0.252475005226228,"1","UCHL5"
"FIP1L1.1",2.15692282022507e-05,0.39195652173913,-2.31765613732338,0.12,0.325,0.254883569665996,"1","FIP1L1"
"RPSA.1",2.1671136405016e-05,0.365755693581781,-0.429337171847385,0.54,0.849,0.256087818898074,"1","RPSA"
"CNOT6",2.17991598041188e-05,0.403260869565217,-1.22220542542375,0.05,0.248,0.257600671405272,"1","CNOT6"
"KCNA10.1",2.18547541144236e-05,0.416873706004141,-5.82055171285889,0.01,0.176,0.258257629370144,"1","KCNA10"
"EXOC7",2.21805143474477e-05,0.384813664596273,-0.422260802029813,0.14,0.4,0.262107138043789,"1","EXOC7"
"TRIB1",2.24311237222993e-05,0.396853002070393,-2.16852140377967,0.09,0.29,0.265068589026411,"1","TRIB1"
"TTC21B",2.25397946858283e-05,0.404948240165631,-3.38436662033603,0.05,0.238,0.266352753802434,"1","TTC21B"
"TTC39B",2.27066594506141e-05,0.399244306418219,-1.44264777888919,0.07,0.275,0.268324594727906,"1","TTC39B"
"TACC2.1",2.27480374288586e-05,0.384968944099379,-0.41251295536646,0.16,0.395,0.268813558296822,"1","TACC2"
"FBXO21",2.276641547527e-05,0.397184265010352,-1.35734416987114,0.08,0.29,0.269030731671266,"1","FBXO21"
"EXOC1L.1",2.27848918994861e-05,0.421325051759834,-10.9305598236887,0,0.157,0.269249067576227,"1","EXOC1L"
"KCNG4.1",2.27851008736849e-05,0.421325051759834,-12.7669815091302,0,0.157,0.269251537024334,"1","KCNG4"
"NIPA1.1",2.27959752134851e-05,0.391625258799172,-1.31210802668125,0.12,0.331,0.269380039097753,"1","NIPA1"
"HIST2H4B.1",2.29122548136601e-05,0.62527950310559,2.01955249704195,0.55,0.482,0.270754115133021,"1","HIST2H4B"
"SYNE3",2.29477464155672e-05,0.412815734989648,-0.640967079726607,0.02,0.197,0.271173519392758,"1","SYNE3"
"TTC3",2.29931659071789e-05,0.39851966873706,-1.23944516668209,0.07,0.282,0.271710241525133,"1","TTC3"
"UBE2D2",2.31308507595948e-05,0.39324016563147,-1.07914506164584,0.11,0.319,0.273337263426131,"1","UBE2D2"
"N4BP1",2.31560575881749e-05,0.404472049689441,-0.660259120850053,0.05,0.242,0.273635132519463,"1","N4BP1"
"WWC1.1",2.32147106944749e-05,0.394627329192547,-1.21392930582894,0.09,0.311,0.27432823627661,"1","WWC1"
"PRKAB1.1",2.33325390439106e-05,0.395124223602484,-1.07838807327824,0.09,0.306,0.275720613881892,"1","PRKAB1"
"FAM155B.1",2.34726848602296e-05,0.413291925465838,-2.65195988389667,0.02,0.195,0.277376716993333,"1","FAM155B"
"DLL1.1",2.34769913904829e-05,0.403643892339545,-0.555777709083377,0.05,0.248,0.277427607261336,"1","DLL1"
"COPE.1",2.35660606039084e-05,0.367908902691511,-0.327119337881649,0.39,0.745,0.278480138156385,"1","COPE"
"MRPL44.1",2.36118615615692e-05,0.391614906832298,-0.520594461337012,0.11,0.335,0.279021368073063,"1","MRPL44"
"UQCRFS1.1",2.36296761892347e-05,0.368033126293996,-0.357703629501524,0.43,0.731,0.279231883528186,"1","UQCRFS1"
"PLPP1.1",2.37170647709764e-05,0.386780538302277,-1.00259275330472,0.15,0.379,0.280264554398628,"1","PLPP1"
"PRPF8.1",2.37221686240633e-05,0.38407867494824,-0.510165403740452,0.17,0.408,0.280324866630557,"1","PRPF8"
"NOX5",2.37287472243927e-05,0.403105590062112,-1.31685011655121,0.06,0.251,0.280402605950649,"1","NOX5"
"ANKEF1.1",2.38358338689952e-05,0.413737060041408,-2.10879859487988,0.02,0.193,0.281668048829916,"1","ANKEF1"
"ACTR10L.1",2.38449959661143e-05,0.387908902691511,0.260392096275797,0.12,0.373,0.281776317331573,"1","ACTR10L"
"EZH1",2.38781327720096e-05,0.402846790890269,-1.0934664242025,0.06,0.253,0.282167894966837,"1","EZH1"
"LYRM2.1",2.38817261742704e-05,0.398985507246377,-0.975904324382537,0.07,0.28,0.282210358201353,"1","LYRM2"
"VAMP7.1",2.40273837465628e-05,0.384968944099379,-0.84798091083254,0.17,0.398,0.283931593733133,"1","VAMP7"
"ZNF555",2.40690152007015e-05,0.403768115942029,-3.51835339782104,0.06,0.246,0.28442355262669,"1","ZNF555"
"ACTG1.1",2.40816679519644e-05,0.367795031055901,-0.420727436433721,0.43,0.754,0.284573070188364,"1","ACTG1"
"ZCRB1.1",2.41975442347072e-05,0.379606625258799,-0.529213943145072,0.18,0.472,0.285942380221535,"1","ZCRB1"
"DDX10.1",2.42815242590843e-05,0.407536231884058,-1.41395416969901,0.04,0.226,0.286934772169599,"1","DDX10"
"LRP8",2.43122005928593e-05,0.414585921325052,-6.93911633420001,0.02,0.188,0.287297274405818,"1","LRP8"
"KIAA1841.1",2.43496798081092e-05,0.402660455486542,-0.442918180885132,0.06,0.255,0.287740166292426,"1","KIAA1841"
"TRDMT1.1",2.44656892312653e-05,0.414233954451346,-4.51732931521714,0.02,0.19,0.289111049645863,"1","TRDMT1"
"DTNBP1.1",2.45466607905221e-05,0.38304347826087,-0.898117600562543,0.18,0.422,0.290067890561599,"1","DTNBP1"
"CFAP69.1",2.47145049628244e-05,0.411708074534161,-6.39956990884878,0.03,0.203,0.292051305145696,"1","CFAP69"
"AIMP2.1",2.48491104405671e-05,0.385010351966874,-0.710046907238251,0.15,0.404,0.293641938076182,"1","AIMP2"
"RNFT2",2.48570530414511e-05,0.410331262939959,-3.46171850423087,0.03,0.211,0.293735795790828,"1","RNFT2"
"VANGL1",2.49333813162884e-05,0.413944099378882,-3.02484744823468,0.02,0.193,0.29463776701458,"1","VANGL1"
"AHR1B.1",2.49849581221569e-05,0.41175983436853,-5.77237093029741,0.03,0.203,0.295247250129528,"1","AHR1B"
"GAPVD1.1",2.50952392033321e-05,0.391966873706004,-0.772420969145229,0.11,0.335,0.296550441665775,"1","GAPVD1"
"CHMP4B.1",2.51005043322565e-05,0.369824016563147,-0.254665976813981,0.36,0.679,0.296612659694275,"1","CHMP4B"
"CNTNAP2.1",2.51791452377866e-05,0.410051759834369,-1.00077018323507,0.03,0.213,0.297541959274925,"1","CNTNAP2"
"SLX4",2.57659280019618e-05,0.410848861283644,-2.67819483821157,0.03,0.209,0.304475971199182,"1","SLX4"
"HSDL1",2.57963442969163e-05,0.391708074534162,-1.1006143156544,0.11,0.34,0.30483540055666,"1","HSDL1"
"ARAP2",2.62269538185393e-05,0.422360248447205,-10.4336091983004,0,0.155,0.309923913273679,"1","ARAP2"
"ARPP21",2.62278259979367e-05,0.422360248447205,-9.8315924673335,0,0.155,0.309934219817618,"1","ARPP21"
"TGS1.1",2.62927722569543e-05,0.402494824016563,-1.51158313022395,0.06,0.259,0.310701689760429,"1","TGS1"
"USF3",2.64893419606946e-05,0.414223602484472,-1.30182327946593,0.02,0.193,0.313024553949528,"1","USF3"
"ALS2",2.67065504155751e-05,0.41463768115942,-4.92279445264673,0.02,0.19,0.315591306260851,"1","ALS2"
"NSG1",2.69356863929243e-05,0.388819875776398,-0.818178499744818,0.13,0.369,0.318299006105186,"1","NSG1"
"TMED2",2.72142970625305e-05,0.371304347826087,0.534013676585265,0.34,0.648,0.321591348387923,"1","TMED2"
"PBRM1",2.72286881724437e-05,0.385414078674948,-0.521005869337036,0.16,0.404,0.321761408133768,"1","PBRM1"
"KCNAB1.1",2.74362743197653e-05,0.409120082815735,-3.28719240540531,0.04,0.219,0.324214453636667,"1","KCNAB1"
"ARMC6.1",2.74790320010361e-05,0.396511387163561,-0.752367971937129,0.09,0.302,0.324719721156244,"1","ARMC6"
"EXOC6.1",2.74802990680007e-05,0.40879917184265,-3.00909612613358,0.04,0.222,0.324734694086564,"1","EXOC6"
"PCF11",2.76117518497872e-05,0.400031055900621,-1.62790985583503,0.08,0.275,0.326288071608935,"1","PCF11"
"CLC2DL3",2.77665293273538e-05,0.409513457556936,-4.21639082330185,0.04,0.217,0.328117077061339,"1","CLC2DL3"
"POLR2H",2.78269162939425e-05,0.393416149068323,-0.633698759224848,0.1,0.329,0.328830669845519,"1","POLR2H"
"RPL4.1",2.79121597405679e-05,0.367339544513458,-0.354724896976483,0.6,0.874,0.329837991654291,"1","RPL4"
"INPP4A",2.80774060656606e-05,0.406987577639752,-5.22944845325493,0.05,0.232,0.331790707477911,"1","INPP4A"
"PPIP5K2",2.80925247699803e-05,0.400124223602484,-1.07871399400072,0.07,0.277,0.331969365206857,"1","PPIP5K2"
"MLXIP",2.85461408836767e-05,0.415320910973085,-4.01128924872473,0.02,0.188,0.337329746822407,"1","MLXIP"
"NMRAL1.1",2.86576334223125e-05,0.618788819875776,1.16644381516856,0.55,0.387,0.338647254151467,"1","NMRAL1"
"METTL16",2.87766030552261e-05,0.414606625258799,-1.25992265298486,0.02,0.193,0.340053118303606,"1","METTL16"
"MEF2A",2.88321609505381e-05,0.39055900621118,-1.01496951450068,0.13,0.354,0.340709645952509,"1","MEF2A"
"RBM26",2.8922442776643e-05,0.39656314699793,-0.263006201305534,0.09,0.304,0.341776506291591,"1","RBM26"
"RAC3.1",2.89822443356286e-05,0.398260869565217,-0.712700156689619,0.08,0.292,0.342483181314124,"1","RAC3"
"LOC101750591.1",2.91043798899192e-05,0.400579710144928,-1.04616492954936,0.07,0.275,0.343926457159175,"1","LOC101750591"
"RPP25.1",2.92762764728083e-05,0.419389233954451,-8.583429320683,0.01,0.17,0.345957759079176,"1","RPP25"
"SAMM50.1",2.94326899827586e-05,0.388985507246377,-0.942823205584238,0.14,0.371,0.347806097526259,"1","SAMM50"
"C20H20ORF112.1",2.97121623227256e-05,0.405745341614907,-1.87730054231414,0.05,0.242,0.351108622167648,"1","C20H20ORF112"
"CEPT1",2.97239196183583e-05,0.390351966873706,-1.03251310644651,0.13,0.358,0.35124755813014,"1","CEPT1"
"ZDHHC13.1",2.97401846685986e-05,0.411884057971015,-2.80855506726736,0.03,0.207,0.351439762228829,"1","ZDHHC13"
"ARNTL",2.98200631961557e-05,0.400973084886128,-1.98506261342514,0.08,0.271,0.352383686788972,"1","ARNTL"
"LOC112531093.1",2.98213251458083e-05,0.391977225672878,-1.16972312038904,0.12,0.344,0.352398599248017,"1","LOC112531093"
"HMGB3",2.99235344403826e-05,0.386159420289855,-0.765955195000883,0.16,0.402,0.353606406482001,"1","HMGB3"
"ACOT8",3.00158134196181e-05,0.398209109730849,-0.309458407011223,0.08,0.294,0.354696867179627,"1","ACOT8"
"TMEM251",3.0145973738227e-05,0.387712215320911,-0.533938497696689,0.15,0.385,0.356234971664628,"1","TMEM251"
"TUBB3.1",3.01504536857291e-05,0.409585921325052,-3.20806790014234,0.04,0.219,0.356287911204261,"1","TUBB3"
"SRRM3.1",3.01760764956524e-05,0.423395445134576,-8.63561861460448,0,0.153,0.356590695949125,"1","SRRM3"
"LRCH2",3.01781528316384e-05,0.423395445134576,-9.50523212613087,0,0.153,0.35661523201147,"1","LRCH2"
"LOC112529921.1",3.01792786029471e-05,0.423395445134576,-10.600266921227,0,0.153,0.356628535251026,"1","LOC112529921"
"NTNG1.1",3.03197982944867e-05,0.418726708074534,-3.55746544420268,0.01,0.174,0.35828905644595,"1","NTNG1"
"GNG10.1",3.03509075970346e-05,0.395455486542443,-1.14672830963268,0.1,0.315,0.358656675074158,"1","GNG10"
"RALBP1.1",3.03612744536992e-05,0.374120082815735,0.824942513005827,0.27,0.598,0.358779180219364,"1","RALBP1"
"CHPF2",3.03758591642568e-05,0.404968944099379,-0.346819270429073,0.05,0.248,0.358951527744023,"1","CHPF2"
"LOC431653.1",3.06046322355954e-05,0.412370600414079,-1.92460862737593,0.03,0.205,0.36165493912803,"1","LOC431653"
"SAP30BP.1",3.10191741330968e-05,0.39695652173913,-1.01820679239073,0.09,0.304,0.366553580730804,"1","SAP30BP"
"TP63.1",3.1091619731506e-05,0.403654244306418,-1.19961898487385,0.06,0.257,0.367409670367206,"1","TP63"
"NFIB.1",3.11918410869179e-05,0.620093167701863,1.21698839967549,0.59,0.41,0.368593986124108,"1","NFIB"
"RASA4.1",3.12249030800983e-05,0.401542443064182,-1.73591099248117,0.07,0.271,0.368984679697522,"1","RASA4"
"ACSL3.1",3.13970922750123e-05,0.403706004140787,-1.18945457673198,0.06,0.257,0.371019439413821,"1","ACSL3"
"KCNIP4.1",3.14131449721148e-05,0.4025983436853,-0.402394416892223,0.07,0.263,0.37120913413548,"1","KCNIP4"
"IQCG.1",3.14747874806082e-05,0.416149068322981,-4.49174246444887,0.02,0.186,0.371937563658347,"1","IQCG"
"DHX33.1",3.15131687356304e-05,0.415776397515528,-3.16200061649599,0.02,0.188,0.372391114948944,"1","DHX33"
"EPHX2.1",3.15647952310986e-05,0.404016563146998,-1.33338395082372,0.06,0.255,0.373001185245892,"1","EPHX2"
"EPS15.1",3.16437247301529e-05,0.391304347826087,-0.374275438031117,0.12,0.354,0.373933895136217,"1","EPS15"
"IQSEC1",3.17293382337662e-05,0.396853002070393,-2.67046435228374,0.1,0.304,0.374945589908415,"1","IQSEC1"
"ABCA2",3.19009991489907e-05,0.416211180124224,-5.58892881628056,0.02,0.186,0.376974106943623,"1","ABCA2"
"TRUB2",3.19509678942622e-05,0.390786749482402,-0.504944755346453,0.12,0.36,0.377564587606496,"1","TRUB2"
"WASL.1",3.21085702956569e-05,0.378861283643892,-0.329096904654916,0.24,0.505,0.379426975183777,"1","WASL"
"CDCA4L",3.22410970401206e-05,0.415507246376812,-2.69048838953783,0.02,0.19,0.380993043723105,"1","CDCA4L"
"AZI2.1",3.22437006724287e-05,0.384026915113872,-0.337888394968869,0.17,0.435,0.38102381084609,"1","AZI2"
"FAM19A4.1",3.22748996648424e-05,0.398612836438923,-1.5682413993241,0.09,0.292,0.381392489339443,"1","FAM19A4"
"CPZ.1",3.24159839804753e-05,0.413706004140787,-5.18678493890537,0.03,0.199,0.383059682697276,"1","CPZ"
"PFN2.1",3.24698583098882e-05,0.631635610766046,1.41524933450876,0.74,0.859,0.383696315647949,"1","PFN2"
"FGFR2.1",3.26066296183358e-05,0.402525879917184,0.79634989204341,0.07,0.265,0.385312542199874,"1","FGFR2"
"DYNLRB2.1",3.2883125062742e-05,0.415227743271222,-2.07992400290984,0.02,0.193,0.388579888866422,"1","DYNLRB2"
"PIH1D3.1",3.2974572924307e-05,0.403964803312629,-1.72291933173283,0.06,0.257,0.389660528246536,"1","PIH1D3"
"KDM5B",3.31724499521804e-05,0.402080745341615,-1.71968599136164,0.07,0.269,0.391998841084916,"1","KDM5B"
"SMTNL2.1",3.32617822406104e-05,0.388488612836439,-0.653135975713201,0.15,0.383,0.393054480737293,"1","SMTNL2"
"GLRX5",3.32798069576286e-05,0.383944099378882,0.576205477334248,0.18,0.437,0.393267478818298,"1","GLRX5"
"CASD1.1",3.32930349276151e-05,0.402908902691511,-2.0130869567076,0.07,0.263,0.393423793739628,"1","CASD1"
"UQCRQ.1",3.36342312388777e-05,0.368933747412008,-0.267401695261458,0.6,0.832,0.397455710549818,"1","UQCRQ"
"RELN.1",3.37457546117549e-05,0.419606625258799,-3.27804149229233,0.01,0.172,0.398773582247107,"1","RELN"
"GCLM",3.37617392836465e-05,0.395621118012422,-0.890397529969163,0.11,0.317,0.398962473114851,"1","GCLM"
"FAM134C",3.38669845933737e-05,0.393302277432712,0.590311135089834,0.11,0.34,0.400206156939897,"1","FAM134C"
"MAGI2",3.38825280517235e-05,0.405248447204969,-2.69521031223811,0.06,0.248,0.400389833987217,"1","MAGI2"
"LOC417013",3.39027457880058e-05,0.419627329192547,-3.42315441367463,0.01,0.172,0.400628746976864,"1","LOC417013"
"MYC.1",3.40461664797696e-05,0.420465838509317,-7.70668727004531,0.01,0.168,0.402323549291438,"1","MYC"
"ADCY3.1",3.4082621225548e-05,0.395238095238095,-0.509980490584336,0.1,0.323,0.4027543350223,"1","ADCY3"
"PPP2R5C",3.41657214563372e-05,0.392153209109731,-0.307858868150973,0.11,0.352,0.403736330449537,"1","PPP2R5C"
"NPTX2.1",3.4289820591221e-05,0.420496894409938,-8.50919989914594,0.01,0.168,0.405202809926459,"1","NPTX2"
"HSF5.1",3.45614489193271e-05,0.409616977225673,-1.49514264288086,0.04,0.224,0.408412641879688,"1","HSF5"
"CWF19L1",3.46727512880077e-05,0.420134575569358,-4.71298157793047,0.01,0.17,0.409727901970387,"1","CWF19L1"
"LOC425001.1",3.47124205325099e-05,0.424430641821946,-10.0583335278969,0,0.151,0.41019667343267,"1","LOC425001"
"RTN4IP1",3.47137978152541e-05,0.424430641821946,-10.449716865152,0,0.151,0.410212948782858,"1","RTN4IP1"
"CDK5.1",3.48617575982577e-05,0.404544513457557,0.26696641893163,0.06,0.255,0.411961389538612,"1","CDK5"
"PTGES2.1",3.48987377073055e-05,0.401304347826087,0.518638606192099,0.07,0.277,0.412398383487229,"1","PTGES2"
"RPL29.1",3.4899508404644e-05,0.630952380952381,1.29981917886971,0.76,0.824,0.412407490817678,"1","RPL29"
"DICER1",3.49249237987441e-05,0.413706004140787,-4.65903809484672,0.03,0.201,0.41270782452976,"1","DICER1"
"MDH2.1",3.49286780397485e-05,0.370227743271222,-0.482321323530204,0.44,0.766,0.412752188395708,"1","MDH2"
"UBE2K.1",3.49619844160387e-05,0.380776397515528,-0.663824432127647,0.22,0.484,0.413145769844329,"1","UBE2K"
"CAMK1D.1",3.50726143243026e-05,0.413726708074534,-4.27565373435534,0.03,0.201,0.414453083470284,"1","CAMK1D"
"PDAP1.1",3.51317979773179e-05,0.383333333333333,1.19827277148835,0.19,0.449,0.415152456697965,"1","PDAP1"
"VPS37C",3.52319113815903e-05,0.416293995859213,-0.651385336776891,0.02,0.188,0.416335496796252,"1","VPS37C"
"DQX1.1",3.53145029121181e-05,0.411024844720497,-3.54344437878388,0.04,0.215,0.4173114809125,"1","DQX1"
"SEC24C",3.54997033391121e-05,0.383126293995859,-1.07675586395803,0.22,0.447,0.419499994358288,"1","SEC24C"
"PMPCA.1",3.57994684797573e-05,0.396180124223602,-0.344832039102517,0.1,0.317,0.423042319025292,"1","PMPCA"
"ANKRD17",3.5801473444041e-05,0.384554865424431,-0.451528589019813,0.2,0.431,0.423066011688233,"1","ANKRD17"
"RHBDD2.1",3.5835493034825e-05,0.401449275362319,-0.862447998155548,0.07,0.277,0.423468021192526,"1","RHBDD2"
"PAXBP1",3.58468484405162e-05,0.404409937888199,-1.09756260905175,0.06,0.257,0.423602208021579,"1","PAXBP1"
"NEK5.1",3.60242067484025e-05,0.420714285714286,-6.40134478283022,0.01,0.168,0.425698051145873,"1","NEK5"
"CIAO1.1",3.61054535851187e-05,0.400724637681159,-0.728223826613023,0.08,0.282,0.426658145015347,"1","CIAO1"
"NAV3",3.65366281428235e-05,0.410538302277433,-2.5100954160541,0.04,0.219,0.431753334763746,"1","NAV3"
"PACS2.1",3.66549016486201e-05,0.410879917184265,-3.20557942166268,0.04,0.217,0.433150972781744,"1","PACS2"
"ACVR1",3.67708123951213e-05,0.407142857142857,-0.962519710228203,0.05,0.24,0.434520690073149,"1","ACVR1"
"ANXA4.1",3.69127721450622e-05,0.39036231884058,-0.702951964495194,0.14,0.371,0.4361982284382,"1","ANXA4"
"PRNP.1",3.71055568060838e-05,0.410621118012422,-3.00365792383272,0.04,0.219,0.438476364777492,"1","PRNP"
"CPSF6",3.7314293097593e-05,0.376728778467909,0.56899682333013,0.24,0.573,0.440943001534257,"1","CPSF6"
"LYRM1",3.73257456749359e-05,0.393074534161491,-0.693967918774053,0.12,0.346,0.441078336640717,"1","LYRM1"
"MAP1LC3A.1",3.73429222446429e-05,0.37787784679089,-0.403231833951207,0.26,0.542,0.441281312164946,"1","MAP1LC3A"
"DOLPP1.1",3.73742521028221e-05,0.399192546583851,-0.98800765086603,0.09,0.294,0.441651537099048,"1","DOLPP1"
"RFC1",3.7449404906342e-05,0.393498964803313,0.273809808535063,0.11,0.344,0.442539617778244,"1","RFC1"
"ARHGEF1.1",3.75593706642025e-05,0.410031055900621,-0.645636928582445,0.04,0.224,0.443839083138881,"1","ARHGEF1"
"RAB3GAP2",3.78873817924163e-05,0.405548654244306,-1.04899079520432,0.06,0.251,0.447715190640983,"1","RAB3GAP2"
"SLC25A32.1",3.79630159673028e-05,0.402546583850932,-0.8929972202745,0.07,0.271,0.448608959685617,"1","SLC25A32"
"XPO7",3.80591772314423e-05,0.406438923395445,0.80129929920962,0.05,0.246,0.449745297343954,"1","XPO7"
"ENO4.1",3.8208360277976e-05,0.417422360248447,-3.69401197727125,0.02,0.184,0.451508193404842,"1","ENO4"
"BRAF",3.82784270556784e-05,0.407650103519669,-1.21818643447929,0.05,0.238,0.452336172516952,"1","BRAF"
"LOC107057188",3.84169437514378e-05,0.394089026915114,-0.902655342351898,0.12,0.337,0.45397302431074,"1","LOC107057188"
"WDCP.1",3.8513947988202e-05,0.413478260869565,-0.988226279653596,0.03,0.205,0.455119323376583,"1","WDCP"
"ZFX",3.86109840604322e-05,0.395962732919255,-1.39908806236302,0.11,0.321,0.456265998642128,"1","ZFX"
"PCMT1L.1",3.89517586620494e-05,0.393726708074534,-0.260230478120749,0.12,0.342,0.460292932109438,"1","PCMT1L"
"FBRSL1.1",3.89687170881553e-05,0.393933747412008,-1.55402080648053,0.13,0.337,0.460493329830731,"1","FBRSL1"
"MTRF1",3.90193770054728e-05,0.41639751552795,-1.54893722776029,0.02,0.19,0.461091978073672,"1","MTRF1"
"BLZF1.1",3.90315256087869e-05,0.401407867494824,0.369988576287052,0.07,0.282,0.461235538119035,"1","BLZF1"
"AFMID",3.9160004751727e-05,0.417536231884058,-4.38046330585712,0.02,0.184,0.462753776151158,"1","AFMID"
"LRP2BP.1",3.91923665288087e-05,0.416418219461698,-1.02600111417031,0.02,0.19,0.463136195270932,"1","LRP2BP"
"FBXO7",3.92190294949648e-05,0.392784679089027,0.836394007496605,0.12,0.352,0.463451271541999,"1","FBXO7"
"MAN2A2.1",3.94056396207708e-05,0.398084886128364,-0.892552732163485,0.1,0.304,0.465656443398649,"1","MAN2A2"
"NUDT7.1",3.96792011883963e-05,0.395062111801242,-0.615609492992869,0.11,0.331,0.468889120443279,"1","NUDT7"
"ADAMTS7.1",3.99129467727812e-05,0.425465838509317,-9.90601913980377,0,0.149,0.471651292013955,"1","ADAMTS7"
"GTF2IRD1.1",3.99133744428275e-05,0.425465838509317,-10.1696242011926,0,0.149,0.471656345790893,"1","GTF2IRD1"
"DMXL1",4.01976505049955e-05,0.42120082815735,-5.54330489137307,0.01,0.168,0.475015636017532,"1","DMXL1"
"CNTNAP5",4.02667193846149e-05,0.414389233954451,-1.72702878318494,0.03,0.201,0.475831822967994,"1","CNTNAP5"
"GALNT6.1",4.02775360455303e-05,0.403933747412008,-2.18831058387822,0.07,0.263,0.475959643450032,"1","GALNT6"
"NEK9",4.03663614942479e-05,0.410714285714286,-2.21911017912155,0.04,0.222,0.477009293777527,"1","NEK9"
"ZCCHC24.1",4.05382402619568e-05,0.413726708074534,-2.1226360340345,0.03,0.205,0.479040385175543,"1","ZCCHC24"
"PNPLA3.1",4.07108443307946e-05,0.406501035196687,-0.532743665432332,0.06,0.246,0.481080047456999,"1","PNPLA3"
"PPIL1.1",4.0767844541497e-05,0.386853002070393,0.322728511098953,0.16,0.418,0.48175361894687,"1","PPIL1"
"VPS13C",4.08964854609596e-05,0.380590062111801,-0.410024627223015,0.23,0.505,0.48327376869216,"1","VPS13C"
"JTB",4.11663308015874e-05,0.376532091097309,0.554856829322814,0.28,0.588,0.486462531082358,"1","JTB"
"TPPP3.1",4.14362940932243e-05,0.417422360248447,-2.97273704530385,0.02,0.186,0.489652687299632,"1","TPPP3"
"ARFGAP2",4.14476463093883e-05,0.408364389233954,-0.80548230462791,0.05,0.236,0.489786836438041,"1","ARFGAP2"
"CDC42BPB",4.16261460489945e-05,0.38416149068323,-0.881541793847084,0.21,0.449,0.491896167860968,"1","CDC42BPB"
"CXXC5",4.1741787577813e-05,0.383788819875776,0.70258078924407,0.2,0.458,0.493262703807016,"1","CXXC5"
"USP34",4.17852125386294e-05,0.405786749482402,-0.964409418295478,0.06,0.253,0.493775856568984,"1","USP34"
"MESDC1.1",4.20313278387217e-05,0.414948240165631,-4.50782241373423,0.03,0.199,0.496684201070174,"1","MESDC1"
"ESRRG.1",4.20407977368629e-05,0.414948240165631,-3.25458707318182,0.03,0.199,0.496796106856509,"1","ESRRG"
"JPT1.1",4.21119660808432e-05,0.377236024844721,-0.263097198144655,0.28,0.573,0.497637103177324,"1","JPT1"
"GPATCH1",4.23008343986366e-05,0.403664596273292,-1.53767187145107,0.07,0.267,0.499868960088688,"1","GPATCH1"
"RABEPK.1",4.24059202265978e-05,0.400144927536232,-0.30883414749108,0.08,0.294,0.501110759317707,"1","RABEPK"
"PIK3C3",4.24926636011106e-05,0.415,-4.21022456300635,0.03,0.199,0.502135805774324,"1","PIK3C3"
"FBXL16.1",4.26777347025635e-05,0.418695652173913,-5.5706763483617,0.02,0.18,0.504322790980193,"1","FBXL16"
"MGARP.1",4.2731875881298e-05,0.40452380952381,-0.365509425439106,0.06,0.263,0.504962577289298,"1","MGARP"
"GOLT1B",4.2744977251397e-05,0.410683229813665,-1.85932290455324,0.04,0.224,0.505117396179758,"1","GOLT1B"
"FAM81A.1",4.27688178530317e-05,0.401915113871636,-1.80450076903003,0.08,0.28,0.505399120569276,"1","FAM81A"
"LOC424401",4.30571069234525e-05,0.408561076604555,-1.11364769546736,0.05,0.236,0.508805832514438,"1","LOC424401"
"GTF2H3.1",4.31346695020313e-05,0.393550724637681,0.381373234459741,0.11,0.352,0.509722389505504,"1","GTF2H3"
"TMEM50B",4.31994784861742e-05,0.390973084886128,-0.569827404467505,0.14,0.375,0.51048823727112,"1","TMEM50B"
"RNASEH1",4.3549687839541e-05,0.384068322981366,0.309087336568354,0.18,0.462,0.514626661199856,"1","RNASEH1"
"B3GLCT",4.39620470861145e-05,0.400590062111801,0.683039882750565,0.08,0.292,0.519499510416615,"1","B3GLCT"
"ABHD5.1",4.44601105016163e-05,0.408426501035197,-1.40741714980167,0.05,0.238,0.5253851257976,"1","ABHD5"
"FTSJ3",4.45529267737413e-05,0.415227743271222,-2.11189179272201,0.03,0.199,0.526481935685301,"1","FTSJ3"
"MARCH8",4.47353698625611e-05,0.411552795031056,0.6574641204114,0.04,0.219,0.528637865665885,"1","MARCH8"
"ABLIM3.1",4.49185091687322e-05,0.418550724637681,-3.82363755643417,0.02,0.182,0.530802022846908,"1","ABLIM3"
