"","p_val","auc","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"LEKR1.5",0.000806494750784883,0.644684426739699,0.413403217052214,0.552,0.258,1,"7","LEKR1"
"PRPS1",0.00080710335812901,0.599402464832566,-0.655110648436965,0.31,0.097,1,"7","PRPS1"
"ARPC5.2",0.000815939756439941,0.673285198555957,0.554997879402971,0.793,0.498,1,"7","ARPC5"
"ASAP1.5",0.000825887966358494,0.638273372339101,0.639608775900409,0.517,0.227,1,"7","ASAP1"
"MRPL13.2",0.000833911209574311,0.640980953566538,0.659960265953925,0.552,0.24,1,"7","MRPL13"
"VAMP4.5",0.00083590072202668,0.670359765965393,0.406282355613459,0.828,0.46,1,"7","VAMP4"
"HDAC2.3",0.000836145588748,0.663917589941491,0.487531912250377,0.724,0.394,1,"7","HDAC2"
"TRUB1.5",0.000839190688671799,0.63625046682435,1.59784389890823,0.483,0.22,1,"7","TRUB1"
"POM121CL",0.000840225803549891,0.583312585584464,-0.597134535046173,0.241,0.065,1,"7","POM121CL"
"NACA.3",0.000844810776962053,0.671666874144155,0.917482876287836,0.759,0.484,1,"7","NACA"
"TSR1.4",0.000859029424124959,0.62878127723142,0.759659558079085,0.448,0.19,1,"7","TSR1"
"STARD3NL.1",0.000863091539219192,0.610295032988921,0.99378175236766,0.345,0.128,1,"7","STARD3NL"
"RBM25.2",0.000864428421842397,0.668741441553591,0.376942100368237,0.759,0.449,1,"7","RBM25"
"UNC79.2",0.000869121603284042,0.630337358396614,0.646781789081925,0.448,0.197,1,"7","UNC79"
"RPL3.4",0.00087164986497527,0.683181874766588,0.460084146801872,0.966,0.906,1,"7","RPL3"
"DNAJC5B.7",0.000885255683157199,0.672693887713183,0.609095190885069,0.828,0.505,1,"7","DNAJC5B"
"UCHL3",0.00088533298711074,0.630959790862691,0.336611807633941,0.483,0.199,1,"7","UCHL3"
"EIF5B.3",0.000886691825141303,0.664882360263911,2.40589162908695,0.759,0.41,1,"7","EIF5B"
"NEDD8.3",0.000894036212379758,0.65209137308602,0.253994244747428,0.621,0.31,1,"7","NEDD8"
"SNF8.6",0.000901501837216381,0.65321175152496,1.02720799453401,0.655,0.316,1,"7","SNF8"
"PPM1G.2",0.000902699907482766,0.620502925432591,2.26849915797061,0.414,0.161,1,"7","PPM1G"
"SLC31A1.1",0.000906098763242564,0.608676708577119,0.530609106419315,0.345,0.125,1,"7","SLC31A1"
"UQCC1.3",0.000908189833179332,0.630679696252957,0.851181895856306,0.448,0.2,1,"7","UQCC1"
"CEP170.6",0.000911518065101656,0.636779534420515,0.604473274688961,0.517,0.226,1,"7","CEP170"
"RPLP2.1",0.000911695602536546,0.681314577368356,0.640270684925497,0.862,0.756,1,"7","RPLP2"
"MRPL15.4",0.000925685545542381,0.646084899788373,0.991265498241465,0.586,0.274,1,"7","MRPL15"
"MCM6.1",0.000927800108689437,0.593956180754388,1.35331176094292,0.276,0.088,1,"7","MCM6"
"IQSEC3.3",0.000928824193070004,0.602265654176522,0.681533945338818,0.31,0.108,1,"7","IQSEC3"
"CEP164.5",0.000938547939917739,0.651935764969501,0.860352478391705,0.621,0.312,1,"7","CEP164"
"NSUN2.3",0.00093957226293847,0.613967384538778,0.67461172331166,0.379,0.141,1,"7","NSUN2"
"YEATS4.1",0.000942163539090301,0.616052533300137,0.643847873649646,0.379,0.148,1,"7","YEATS4"
"ALDH7A1.3",0.000942471872676547,0.657506535540894,0.309918138717341,0.69,0.352,1,"7","ALDH7A1"
"CLUH.2",0.000943184602463866,0.61446533051164,0.451435614598505,0.379,0.143,1,"7","CLUH"
"MRPL23.3",0.00094986942876568,0.670733225445039,1.64769525331332,0.793,0.493,1,"7","MRPL23"
"NAPB.7",0.00095200806998259,0.655825967882485,1.06050780612221,0.621,0.343,1,"7","NAPB"
"CHCHD4.2",0.000952067855660718,0.625949209510768,0.510172588418778,0.448,0.182,1,"7","CHCHD4"
"ID2.6",0.000952906247901217,0.321610855222208,-2.36882982810362,0.448,0.675,1,"7","ID2"
"MARCH8.1",0.000954451006781247,0.624144155359144,0.778381100492664,0.414,0.177,1,"7","MARCH8"
"ATP5C1.5",0.000957877312659326,0.680505415162455,0.871296848748425,0.862,0.753,1,"7","ATP5C1"
"FUNDC2",0.000959284813240589,0.651655670359766,0.322869854935431,0.621,0.312,1,"7","FUNDC2"
"RAB7A.1",0.000966702248873224,0.678918212373957,0.658986903346441,0.862,0.681,1,"7","RAB7A"
"C1H11ORF54",0.000971685986282408,0.585740072202166,1.2573211224604,0.241,0.072,1,"7","C1H11ORF54"
"KPNB1",0.000973096493586145,0.646613967384539,0.808457187930979,0.586,0.282,1,"7","KPNB1"
"LAPTM4A.6",0.000978946784235534,0.318592057761733,-1.41704447415707,0.897,0.917,1,"7","LAPTM4A"
"CHCHD6.1",0.000979864268411611,0.649570521598407,0.778492867138539,0.621,0.3,1,"7","CHCHD6"
"UTP6.6",0.000982863621000837,0.634818872152371,0.477179404543503,0.517,0.22,1,"7","UTP6"
"FAM32A.5",0.000988184221898831,0.680816631395494,1.07575907313956,0.897,0.819,1,"7","FAM32A"
"DPY30.4",0.000992964478196112,0.666189468442674,0.916165759472717,0.759,0.442,1,"7","DPY30"
"POLR3E.2",0.00100172859197725,0.621810033611353,0.504097897131779,0.414,0.17,1,"7","POLR3E"
"BTBD11",0.00100654111876708,0.55570770571393,-0.900456411100098,0.138,0.027,1,"7","BTBD11"
"DNAJC7.2",0.00101086916723445,0.64782771069339,0.816639386025296,0.586,0.292,1,"7","DNAJC7"
"LOC112531814",0.00101093670984019,0.5659155981576,1.04371069380663,0.172,0.04,1,"7","LOC112531814"
"CETN2.5",0.00101740390576061,0.672164820117017,0.847673884318987,0.828,0.531,1,"7","CETN2"
"DCTN5",0.00102996814142522,0.649975102701357,1.50835709812437,0.621,0.307,1,"7","DCTN5"
"CCZ1.2",0.00103302930542311,0.659902900535292,0.688143214001846,0.69,0.384,1,"7","CCZ1"
"COMMD6.2",0.00103732962619997,0.605657911116644,0.464381802917995,0.345,0.119,1,"7","COMMD6"
"XRCC5.2",0.00103840368682112,0.620502925432591,0.457347143729744,0.414,0.166,1,"7","XRCC5"
"LOC112532278",0.0010395530539849,0.565759990041081,0.845776899369058,0.172,0.04,1,"7","LOC112532278"
"DHX15.2",0.00104117147457052,0.652558197435578,1.34838217530885,0.621,0.327,1,"7","DHX15"
"ENTPD3.4",0.00105733099996471,0.679167185360388,-0.439501660139002,0.897,0.767,1,"7","ENTPD3"
"KIF27.2",0.00106505208892693,0.59501431594672,1.57042189118449,0.276,0.094,1,"7","KIF27"
"TERB1.2",0.00107599980129067,0.584993153242873,1.52557410938647,0.241,0.072,1,"7","TERB1"
"PPP2R5A.1",0.00107958985600002,0.360108303249097,-9.6203720291214,0,0.28,1,"7","PPP2R5A"
"NRXN3.7",0.00107990224161249,0.656728494958297,0.513358293638365,0.69,0.361,1,"7","NRXN3"
"SPARC.7",0.00108146175270649,0.327959666376198,-4.20364542573156,0.379,0.569,1,"7","SPARC"
"PPIP5K2.2",0.0010893562995355,0.635067845138802,0.727574976606273,0.483,0.229,1,"7","PPIP5K2"
"OTOR",0.00109025603852867,0.584059504543757,-0.667783322620953,0.241,0.07,1,"7","OTOR"
"PDE4B.6",0.00109253494343926,0.614589817004855,-1.8119478553445,0.414,0.146,1,"7","PDE4B"
"CIAPIN1.1",0.00109956881924207,0.662392630399602,0.804147481509136,0.69,0.419,1,"7","CIAPIN1"
"MTFP1.5",0.00110239435750143,0.619880492966513,1.80315889067444,0.414,0.166,1,"7","MTFP1"
"FOXJ1.5",0.00110292312661719,0.608583343707208,1.27733458286997,0.345,0.13,1,"7","FOXJ1"
"MTA3.3",0.00110533457683786,0.631986804431719,0.911813575142402,0.448,0.217,1,"7","MTA3"
"EIF3I.4",0.00110815518059686,0.664477779160961,0.856563756221282,0.759,0.44,1,"7","EIF3I"
"RAVER2.6",0.00111147573549701,0.64381302128719,0.730177217279392,0.586,0.274,1,"7","RAVER2"
"PIH1D3.6",0.00111295784475789,0.630773061122868,0.770022735332102,0.483,0.209,1,"7","PIH1D3"
"RREB1",0.00111542330301356,0.593209261795095,0.768627758527021,0.276,0.09,1,"7","RREB1"
"TTC27.3",0.00111653505914037,0.601300883854102,1.28549425625202,0.31,0.11,1,"7","TTC27"
"PSMC3.2",0.00111810975620268,0.67387650939873,0.776769363588402,0.897,0.592,1,"7","PSMC3"
"MAT2B.3",0.00111858283004398,0.667745549607868,1.04912059685142,0.724,0.487,1,"7","MAT2B"
"KCNJ9.1",0.00112040315610773,0.56647578737707,2.66230149352392,0.172,0.042,1,"7","KCNJ9"
"LMNB1",0.00112419230636517,0.585491099215735,0.862379028507159,0.241,0.074,1,"7","LMNB1"
"LRRC59",0.00113608331473561,0.644964521349434,0.891147903203776,0.552,0.285,1,"7","LRRC59"
"KDM8",0.00113677996984191,0.584588572139923,0.800433950617055,0.241,0.072,1,"7","KDM8"
"VPS4B.1",0.00113838827943264,0.645493588945599,1.56786566391997,0.586,0.287,1,"7","VPS4B"
"HES4.2",0.00114032872985828,0.592306734719283,0.444857181782941,0.276,0.088,1,"7","HES4"
"PNPLA4.1",0.00114158796057518,0.584557450516619,1.47993105477116,0.241,0.072,1,"7","PNPLA4"
"DPCD.4",0.00114196171369439,0.656977467944728,1.6837704979711,0.69,0.37,1,"7","DPCD"
"CRABP1.7",0.00114830543516987,0.653771940744429,0.866111512988791,0.724,0.341,1,"7","CRABP1"
"MTHFR.3",0.00115953832628247,0.619818249719905,0.495903994395483,0.414,0.168,1,"7","MTHFR"
"MUM1.1",0.00116776582766166,0.614434208888336,0.458170719579555,0.379,0.15,1,"7","MUM1"
"HSPD1.4",0.00116876008963234,0.665006846757127,1.51280832617296,0.724,0.458,1,"7","HSPD1"
"LSM12.1",0.00117168841632878,0.662454873646209,0.385034646937346,0.759,0.426,1,"7","LSM12"
"RAN.4",0.00117197972110636,0.674187725631769,0.601117108832431,0.862,0.621,1,"7","RAN"
"POLR1C.3",0.00117600446533976,0.620129465952944,1.05417142144697,0.414,0.17,1,"7","POLR1C"
"TMEM53.6",0.00117885126168419,0.648481264782771,0.625222213383631,0.621,0.309,1,"7","TMEM53"
"WBSCR17.1",0.00118683737188711,0.585086518112785,1.34000729948841,0.241,0.074,1,"7","WBSCR17"
"WFDC2L",0.00118841377963527,0.361913357400722,-9.43467338547344,0,0.276,1,"7","WFDC2L"
"CTU2.1",0.00118963445832591,0.600740694634632,0.336333440499936,0.31,0.11,1,"7","CTU2"
"DTYMK.6",0.00119623818604985,0.644310967260052,1.43124775771141,0.552,0.285,1,"7","DTYMK"
"TTF2.1",0.00120246371894185,0.575345450018673,1.84913591145897,0.207,0.056,1,"7","TTF2"
"BORL4.5",0.00120904560832417,0.65498568405328,0.462821642030951,0.69,0.359,1,"7","BORL4"
"PDIK1L.1",0.00121340484612167,0.59252458608241,0.738042690047934,0.276,0.09,1,"7","PDIK1L"
"RPL11.1",0.0012186571865301,0.672195941740321,0.5762598101324,0.862,0.585,1,"7","RPL11"
"ACTR8.3",0.00122932375310019,0.620565168679198,0.943691487269387,0.414,0.173,1,"7","ACTR8"
"TMEM115",0.00123644656411165,0.583966139673845,0.393958464841635,0.241,0.072,1,"7","TMEM115"
"PTDSS1",0.00123818187201799,0.57419394995643,-0.958796826449095,0.207,0.054,1,"7","PTDSS1"
"USP12.like.1",0.00124099230468897,0.627598655545873,0.819862667259101,0.448,0.202,1,"7","USP12.like"
"ANAPC13.4",0.00124176131895505,0.658626913979833,0.51879557675541,0.724,0.395,1,"7","ANAPC13"
"ENOPH1.2",0.00124328488380382,0.625575750031122,0.436583505378849,0.448,0.193,1,"7","ENOPH1"
"BMP2.7",0.00124651710415224,0.362815884476534,-10.9655616132804,0,0.274,1,"7","BMP2"
"ADSS.2",0.00124739406778216,0.657662143657413,0.874889711105687,0.655,0.39,1,"7","ADSS"
"ATF4.2",0.0012536856187366,0.675183617577493,0.585928722654876,0.897,0.69,1,"7","ATF4"
"RIDA",0.00125376683002544,0.565822233287688,1.62230015250927,0.172,0.042,1,"7","RIDA"
"TMEM242.3",0.00125608569944357,0.638366737209013,0.841583030319925,0.517,0.255,1,"7","TMEM242"
"GAPVD1.2",0.00125632515890817,0.64340844018424,0.347537127633007,0.586,0.282,1,"7","GAPVD1"
"TNFRSF21.4",0.00125940094547693,0.615647952197187,0.746272092537748,0.379,0.157,1,"7","TNFRSF21"
"NEO1.4",0.00126109055132444,0.653367359641479,0.341250546706292,0.655,0.352,1,"7","NEO1"
"COPG1",0.00127860300047232,0.665286941366862,0.726179331747025,0.724,0.48,1,"7","COPG1"
"KIAA0101",0.00127881304282891,0.554556205651687,1.40331835933547,0.138,0.027,1,"7","KIAA0101"
"PARP1.4",0.00129993660503809,0.67098219843147,0.542843148212813,0.862,0.579,1,"7","PARP1"
"RRBP1.1",0.00130045957186774,0.619507033486867,1.02754372862818,0.414,0.171,1,"7","RRBP1"
"TMEM245",0.00130517019360654,0.583561558570895,0.389817924409084,0.241,0.072,1,"7","TMEM245"
"SSNA1.1",0.00130591542787492,0.618106560438192,1.13970606643572,0.414,0.166,1,"7","SSNA1"
"POLR2L.1",0.0013065692693564,0.674965766214366,0.812906992209019,0.897,0.709,1,"7","POLR2L"
"LOC101750925.2",0.00130693662658913,0.596694883605129,-1.65952069494604,0.31,0.101,1,"7","LOC101750925"
"GLIPR1L.6",0.00130723606364729,0.363718411552347,-11.9494402505725,0,0.273,1,"7","GLIPR1L"
"SRSF3.4",0.00131110208798479,0.668679198306984,0.832206364010544,0.862,0.534,1,"7","SRSF3"
"SNRPA1.2",0.00131362957905736,0.639051412921698,0.257351554952971,0.552,0.26,1,"7","SNRPA1"
"OLA1.5",0.00131646989309058,0.658502427486618,0.694665213628963,0.69,0.404,1,"7","OLA1"
"CPSF4",0.00132004023160746,0.582659031495083,-0.906126511455277,0.241,0.07,1,"7","CPSF4"
"CCT2.5",0.00133033744784973,0.670857711938255,0.557748561321127,0.862,0.585,1,"7","CCT2"
"GAS1.2",0.00134248919953232,0.640856467073323,1.05539249885426,0.552,0.273,1,"7","GAS1"
"ARMC6.4",0.00135140842163167,0.637152993900162,0.452663505190217,0.552,0.251,1,"7","ARMC6"
"SAR1B",0.00135959786483599,0.648076683679821,0.331887009377598,0.655,0.318,1,"7","SAR1B"
"FAM133B.1",0.00136905572130317,0.648916967509025,0.541727052631781,0.621,0.327,1,"7","FAM133B"
"MRRF.2",0.00136973099059355,0.613811776422258,1.52013824324682,0.379,0.153,1,"7","MRRF"
"DPP10.3",0.00137060346953263,0.364620938628159,-10.0529333691974,0,0.271,1,"7","DPP10"
"ARPC3.3",0.0013741856716798,0.665660400846508,0.999610100735816,0.793,0.498,1,"7","ARPC3"
"FMR1.4",0.00138666837739297,0.663450765591933,0.660927044546825,0.759,0.469,1,"7","FMR1"
"TULP3.2",0.00140573656359737,0.626571641976846,-0.338872503276934,0.483,0.202,1,"7","TULP3"
"NHEJ1",0.00140910643264054,0.565137557575003,1.11156644457272,0.172,0.042,1,"7","NHEJ1"
"ARL9.1",0.00141309484044492,0.597317316071206,1.15566642158735,0.31,0.105,1,"7","ARL9"
"ACACA",0.00142140495941168,0.57515872027885,1.66208145309935,0.207,0.058,1,"7","ACACA"
"ALDH3A2.1",0.00143148232492675,0.646178264658285,1.07713989719609,0.586,0.312,1,"7","ALDH3A2"
"AAR2",0.00143170343882545,0.636125980331134,-0.975695332843069,0.586,0.247,1,"7","AAR2"
"C3orf33.3",0.00143469787263393,0.63914477779161,1.05278039745044,0.552,0.267,1,"7","C3orf33"
"NR1D2.3",0.00143697769403994,0.365523465703971,-9.64708496614226,0,0.269,1,"7","NR1D2"
"IMMT.6",0.00147127279964654,0.657257562554463,0.674169247297929,0.724,0.406,1,"7","IMMT"
"MBOAT1.3",0.0014813025230667,0.632111290924935,-0.935806124277693,0.552,0.229,1,"7","MBOAT1"
"SH3GLB2.7",0.00148321618144537,0.660836549234408,0.606456275800508,0.793,0.446,1,"7","SH3GLB2"
"PTBP1.3",0.00150050896438759,0.672756130959791,0.76194975334529,0.862,0.709,1,"7","PTBP1"
"DBNDD1.2",0.00150468892263287,0.608303249097473,-0.384678148820189,0.379,0.137,1,"7","DBNDD1"
"PSMG2.4",0.00150635800178699,0.643999751027014,0.343298780643424,0.621,0.3,1,"7","PSMG2"
"GRAMD1B.6",0.00150641396611186,0.366425992779783,-9.57880863629582,0,0.267,1,"7","GRAMD1B"
"POLR1B.1",0.00151381850434859,0.641292169799577,0.59186207267553,0.552,0.285,1,"7","POLR1B"
"SCHIP1.7",0.00151426966683198,0.64493339972613,0.875162789315386,0.586,0.309,1,"7","SCHIP1"
"UBAP1",0.00151468681772086,0.627225196066227,0.916536729820439,0.448,0.211,1,"7","UBAP1"
"STC2",0.00152151881162216,0.542947840159343,-1.75546608450164,0.103,0.016,1,"7","STC2"
"CHD4.2",0.00153041808679528,0.661988049296651,0.328915737967313,0.793,0.468,1,"7","CHD4"
"RFC5.4",0.00153627777675003,0.635565791111664,1.31169168095826,0.517,0.253,1,"7","RFC5"
"NDUFA8.2",0.00153751199103162,0.667434333374829,0.786222552771117,0.828,0.56,1,"7","NDUFA8"
"ECI1.3",0.00155721316742024,0.650473048674219,1.071283167624,0.655,0.352,1,"7","ECI1"
"REEP6.4",0.00155824536557213,0.665473671106685,0.682526055869582,0.724,0.531,1,"7","REEP6"
"RWDD4.2",0.00156510865576682,0.652215859579236,0.523508502722736,0.69,0.366,1,"7","RWDD4"
"KIFC3.4",0.00156789638851935,0.615710195443794,2.53492784719447,0.414,0.164,1,"7","KIFC3"
"VMA21.3",0.00157404234267094,0.646116021411677,0.8735279088394,0.621,0.319,1,"7","VMA21"
"WDR12.4",0.00159495182425316,0.635098966762106,0.843661619341651,0.517,0.253,1,"7","WDR12"
"MYO9A.3",0.00159636884305762,0.619475911863563,0.810020711176694,0.414,0.181,1,"7","MYO9A"
"CHEK2.4",0.00159940451588983,0.599900410805428,1.8581333499024,0.31,0.116,1,"7","CHEK2"
"TMC1.7",0.00161705047515684,0.655732603012573,1.15198199661205,0.793,0.401,1,"7","TMC1"
"KIF3A.6",0.00163047513738128,0.641136561683057,0.797576012956466,0.552,0.291,1,"7","KIF3A"
"PIAS2.3",0.00163079029881487,0.652215859579236,0.933563740638925,0.69,0.372,1,"7","PIAS2"
"ZWILCH.4",0.00164585899288054,0.598437694510146,1.2995717286853,0.31,0.112,1,"7","ZWILCH"
"KCNMA1.6",0.0016475437494489,0.360077181625794,-5.49329911733967,0.034,0.31,1,"7","KCNMA1"
"F3.3",0.00165109652840185,0.351176397360886,-5.45075200012879,0.103,0.374,1,"7","F3"
"TCEB3.2",0.00165360504792892,0.608396613967385,1.72635664669077,0.345,0.143,1,"7","TCEB3"
"CYP1B1.6",0.00165487669557147,0.368231046931408,-11.1438171724954,0,0.264,1,"7","CYP1B1"
"EHBP1.3",0.00166262192107637,0.625762479770945,0.83880348123525,0.448,0.209,1,"7","EHBP1"
"COL25A1.4",0.00166453962742973,0.598935640483008,0.295457352138848,0.31,0.114,1,"7","COL25A1"
"RBKS.6",0.00166742616524485,0.640576372463588,0.471366498339211,0.586,0.287,1,"7","RBKS"
"BCL2L10.2",0.00166790319375167,0.346632640358521,-2.67612940014863,0.138,0.415,1,"7","BCL2L10"
"RPS16.2",0.00166818407552724,0.67154238765094,1.34769899461678,0.862,0.735,1,"7","RPS16"
"TMPRSS7.7",0.00167286209654007,0.66270384663264,0.389977054087285,0.862,0.495,1,"7","TMPRSS7"
"EPHB1.4",0.0016801483754106,0.600616208141417,1.44478229558724,0.31,0.119,1,"7","EPHB1"
"GADD45B.1",0.00168922303116837,0.573976098593303,1.41073583089796,0.207,0.058,1,"7","GADD45B"
"IBA57.3",0.0016895379977104,0.612598033113407,1.18931433772399,0.379,0.157,1,"7","IBA57"
"NFYA",0.00169635259394756,0.574847504045811,1.41170392875614,0.207,0.06,1,"7","NFYA"
"LOC107054716.4",0.00169797466713717,0.650224075687788,0.669696113753302,0.655,0.361,1,"7","LOC107054716"
"ANKDD1A",0.00170451689724995,0.573913855346695,2.36622941490774,0.207,0.058,1,"7","ANKDD1A"
"AATF.3",0.00172210961920395,0.583810531557326,1.92093056321714,0.241,0.078,1,"7","AATF"
"AMER3.6",0.0017240828294394,0.621094236275364,1.89358064062551,0.448,0.19,1,"7","AMER3"
"CFAP77.3",0.00173106953000919,0.583001369351425,1.57431190560666,0.241,0.076,1,"7","CFAP77"
"RPP40.2",0.00173849497443422,0.591590937383294,2.45939880113627,0.276,0.096,1,"7","RPP40"
"LOC416959.2",0.00174039175659133,0.647018548487489,0.512346131958176,0.621,0.338,1,"7","LOC416959"
"LCMT1.4",0.00174820149854071,0.614091871031993,1.13275238775397,0.379,0.164,1,"7","LCMT1"
"RIOK2.2",0.00175839296000673,0.611228681688037,0.56484422689903,0.379,0.153,1,"7","RIOK2"
"DESI2",0.00175904552137797,0.573696003983568,0.603995299516214,0.207,0.058,1,"7","DESI2"
"RPS11",0.00176470567904701,0.671293414664509,0.719728085516707,0.862,0.782,1,"7","RPS11"
"PRDX1.5",0.00176650742220075,0.671449022781028,0.814126470500279,0.931,0.794,1,"7","PRDX1"
"GINM1.3",0.00176689778979205,0.62355284451637,0.712178492918199,0.448,0.202,1,"7","GINM1"
"GSTT1L.7",0.00176939703898983,0.356653803062368,-4.71753040618119,0.069,0.339,1,"7","GSTT1L"
"FAM177A1",0.00177097947792723,0.597161707954687,-0.351171729635145,0.31,0.11,1,"7","FAM177A1"
"WDR63.4",0.00177238045964532,0.592088883356156,1.73485204130786,0.276,0.097,1,"7","WDR63"
"CWC27.4",0.00177430805533874,0.641323291422881,0.675714160614577,0.586,0.298,1,"7","CWC27"
"MAPK1IP1L",0.00177507670211158,0.617453006348811,0.361855382075247,0.414,0.177,1,"7","MAPK1IP1L"
"RPS24.1",0.00178085596162389,0.671262293041205,2.19138353346605,0.931,0.789,1,"7","RPS24"
"ACADL.5",0.00178249814896703,0.662392630399602,0.615268312724963,0.793,0.509,1,"7","ACADL"
"GNPNAT1",0.00178652818861081,0.627443047429354,0.449825746442443,0.483,0.22,1,"7","GNPNAT1"
"STX12.2",0.00178653173103363,0.656043819245612,0.420191648702249,0.724,0.424,1,"7","STX12"
"FRMD4B.6",0.00179428496268105,0.64091871031993,1.35396304456425,0.586,0.296,1,"7","FRMD4B"
"RCHY1.2",0.00179630585296704,0.642163575252085,1.54502799836438,0.552,0.307,1,"7","RCHY1"
"SIX2",0.00180430246934946,0.350834059504544,-3.72406094714075,0.103,0.388,1,"7","SIX2"
"KIAA1549.1",0.00180535355835789,0.667029752271879,0.61950472821816,0.862,0.608,1,"7","KIAA1549"
"SLC39A6.2",0.00182344609061842,0.614091871031993,1.13037393348774,0.379,0.166,1,"7","SLC39A6"
"FKBP8.1",0.00184039958519247,0.630461844889829,1.64792215851631,0.483,0.238,1,"7","FKBP8"
"RPL12.2",0.00184961369504145,0.659653927548861,0.921569656368425,0.724,0.478,1,"7","RPL12"
"ARHGEF28.5",0.00184981591976533,0.647454251213743,2.30699119505105,0.69,0.345,1,"7","ARHGEF28"
"SCO1.2",0.00186479358246489,0.615181127847629,1.33372995026823,0.379,0.171,1,"7","SCO1"
"GALNT1.2",0.00186763035088838,0.651033237893688,-0.449310746994093,0.69,0.379,1,"7","GALNT1"
"YPEL1.1",0.001873903515221,0.665691522469812,0.540672761215896,0.897,0.587,1,"7","YPEL1"
"TIMM9",0.00187667203396235,0.607618573384788,-0.279666268417735,0.379,0.143,1,"7","TIMM9"
"EPB41L2.7",0.00187869034660057,0.354475289431097,-0.659007730598863,0.069,0.363,1,"7","EPB41L2"
"DENR.2",0.00188060930474642,0.659280468069214,1.15922400592427,0.759,0.475,1,"7","DENR"
"COX6C.4",0.00189058786731458,0.670919955184862,1.18286851806227,0.862,0.894,1,"7","COX6C"
"CRAMP1.1",0.00189877687577369,0.595916843022532,1.33561447861083,0.31,0.108,1,"7","CRAMP1"
"BAIAP2L2.6",0.00189956952570165,0.645151251089257,0.575430174876677,0.655,0.33,1,"7","BAIAP2L2"
"RPS19.1",0.00190831976499045,0.670453130835304,0.378507901655612,0.897,0.827,1,"7","RPS19"
"NPRL2",0.00194571552165919,0.611571019544379,0.697104432753749,0.379,0.159,1,"7","NPRL2"
"NUP153.1",0.00196517979499842,0.589194572388896,0.348147601085545,0.276,0.092,1,"7","NUP153"
"RUVBL1",0.00197574936990373,0.641852359019046,0.603173449637297,0.586,0.312,1,"7","RUVBL1"
"GCLM.1",0.00197845787775151,0.635036723515499,0.609314270882726,0.517,0.269,1,"7","GCLM"
"RACK1.2",0.00200306099817666,0.666002738702851,0.489951448871614,0.793,0.63,1,"7","RACK1"
"COQ7.4",0.00200622684779096,0.656074940868916,1.47068977785805,0.69,0.448,1,"7","COQ7"
"ZCCHC17.4",0.00200798977719285,0.651749035229678,0.323336478700476,0.724,0.395,1,"7","ZCCHC17"
"GET4.3",0.00201257206944846,0.635098966762106,0.8179071896507,0.517,0.271,1,"7","GET4"
"TAF1D.2",0.00201368256732201,0.632764845014316,1.01321532258189,0.517,0.256,1,"7","TAF1D"
"NCAPH.4",0.0020159226392157,0.590968504917217,0.93584286745409,0.276,0.097,1,"7","NCAPH"
"RPL9.6",0.00201604257001907,0.669706211876011,0.568115119477641,0.931,0.848,1,"7","RPL9"
"DYNC2H1.3",0.00202029172868885,0.632422507157973,0.436528238075336,0.517,0.255,1,"7","DYNC2H1"
"ISCA1.2",0.00202422153286694,0.636686169550604,0.333490120858903,0.586,0.278,1,"7","ISCA1"
"ZC2HC1C.1",0.00203127358100866,0.660898792481016,0.537514774101999,0.793,0.518,1,"7","ZC2HC1C"
"MORF4L1",0.00205381992893981,0.649477156728495,0.25222681778647,0.69,0.377,1,"7","MORF4L1"
"TRIAP1.4",0.00205830314239131,0.653336238018175,0.38010172742802,0.759,0.415,1,"7","TRIAP1"
